#SampleID	BarcodeSequence	LinkerPrimerSequence	DMM_L6	Dataset	Ethnicity	Category	Description
SAMEA2154561	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154620	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154726	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2154893	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2154920	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2154930	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2154992	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155030	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155055	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155093	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2155132	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155134	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155215	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155255	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155310	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2155373	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2155432	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155512	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2155520	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2155636	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155689	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2155745	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155758	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2155902	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2155953	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2156032	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2156186	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2156362	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2156486	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2156577	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2156675	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2156714	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2156850	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2156906	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2157028	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2157043	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2157192	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157273	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157747	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157793	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157850	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157853	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157909	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2157917	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2157972	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2157977	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2158039	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2158062	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158100	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158190	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2158269	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158408	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2158454	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158468	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2158480	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2158521	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158542	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2158769	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159032	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159102	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159162	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159202	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2159338	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2159408	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159429	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159529	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159541	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159553	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2159561	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2159881	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2159891	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2159974	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160045	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160152	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2160437	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160490	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160616	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160621	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2160902	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2160998	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161021	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2161216	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2161222	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161309	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2161311	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161372	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2161597	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161608	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161657	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2161876	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2161897	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2162036	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162138	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162182	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162200	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2162231	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162259	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2162297	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162348	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162460	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2162475	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162530	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162573	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2162640	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2162811	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162844	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2162862	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2162880	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2163052	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2163248	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2163271	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB4336	Denmark	Denmark_Cluster 3	NA
SAMEA2163351	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2163432	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2163504	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB4336	Denmark	Denmark_Cluster 2	NA
SAMEA2163575	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
SAMEA2163583	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB4336	Denmark	Denmark_Cluster 1	NA
ERR526291	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527006	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527007	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527008	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527009	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527010	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527011	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527012	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527013	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527014	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527015	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527016	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527017	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527018	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527019	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527020	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527021	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527022	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527023	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527024	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527025	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527026	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527027	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527028	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527029	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527030	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527031	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527032	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527033	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527034	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527035	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527036	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527037	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527038	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527039	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527040	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527041	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527042	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527043	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527044	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527045	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527046	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527047	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527048	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527049	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527050	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527051	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527052	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527053	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527054	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527055	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527056	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527057	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527058	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527059	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527060	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527061	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527062	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527063	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527064	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527065	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527066	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527067	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527068	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527069	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527070	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527071	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527072	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527073	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527074	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527075	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527076	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527077	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527078	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527079	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527080	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527081	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527082	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527083	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527084	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527085	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527086	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527087	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527088	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527089	NNNNNNN	NNNNNNNNN	Cluster 1	PRJEB6337	Han Chinese	Han Chinese_Cluster 1	NA
ERR527090	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527091	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527092	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527093	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527094	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527095	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527096	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527097	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527098	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527099	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527100	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527101	NNNNNNN	NNNNNNNNN	Cluster 3	PRJEB6337	Han Chinese	Han Chinese_Cluster 3	NA
ERR527102	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527103	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527104	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527105	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527106	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527107	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527108	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527109	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527110	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
ERR527111	NNNNNNN	NNNNNNNNN	Cluster 2	PRJEB6337	Han Chinese	Han Chinese_Cluster 2	NA
